text,category
cough nasal congestion irritable infant fever temper problems pulling at ears,Skin
depressive or psychotic symptoms hostile behavior drug abuse restlessness,Mental
sharp chest pain palpitations weakness difficulty breathing,General
hand or finger pain hand or finger swelling wrist swelling,Musculoskeletal
leg pain hand or finger pain back pain knee pain ankle pain muscle pain joint pain,Musculoskeletal
sharp abdominal pain burning abdominal pain melena rectal bleeding,Digestive
depression excessive anger delusions or hallucinations fears and phobias nightmares,Mental
sore throat vomiting wheezing,Respiratory
leg pain hip pain neck pain low back pain ache all over lower body pain,Musculoskeletal
abnormal involuntary movements difficulty in swallowing mouth dryness difficulty breathing sleepiness abnormal breathing sounds,Respiratory
sharp abdominal pain heartburn,Digestive
shortness of breath chest tightness sore throat cough nasal congestion vomiting difficulty breathing coryza,Respiratory
difficulty speaking vomiting headache nausea facial pain double vision,General
sharp chest pain abnormal appearing skin skin lesion pain in eye back pain,Skin
diminished hearing lump in throat redness in ear throat redness,Respiratory
difficulty in swallowing vomiting blood burning abdominal pain upper abdominal pain,Digestive
arm pain back pain neck pain shoulder pain,Musculoskeletal
shortness of breath sharp chest pain cough back pain weakness side pain,Respiratory
foot or toe pain problems with movement ankle swelling,Musculoskeletal
sore throat nasal congestion headache facial pain ear pain difficulty breathing coryza painful sinuses,Respiratory
abnormal appearing skin skin moles itching of skin,Skin
depressive or psychotic symptoms insomnia hostile behavior fears and phobias low self-esteem,Mental
shortness of breath cough nasal congestion vomiting wheezing decreased appetite pulling at ears,Respiratory
anxiety and nervousness insomnia sharp abdominal pain nausea diarrhea,Digestive
headache ear pain frontal headache lacrimation itchiness of eye,Respiratory
knee pain knee stiffness or tightness ankle swelling,Musculoskeletal
cough lip swelling toothache facial pain mouth ulcer tongue lesions gum pain mouth pain,General
anxiety and nervousness depressive or psychotic symptoms sharp chest pain insomnia palpitations increased heart rate,Mental
hostile behavior antisocial behavior,Mental
blood in stool sharp abdominal pain vomiting headache nausea diarrhea burning abdominal pain chills,Digestive
leg pain hip pain low back pain ache all over stiffness all over,Musculoskeletal
pain of the anus heartburn lower body pain melena constipation mass or swelling around the anus,Digestive
dizziness abnormal involuntary movements focal weakness leg stiffness or tightness stiffness all over,General
shortness of breath sharp chest pain chest tightness irregular heartbeat fatigue,General
back pain neck pain,Musculoskeletal
sharp chest pain sharp abdominal pain vomiting diarrhea heartburn stomach bloating,Digestive
hand or finger pain wrist pain arm pain elbow pain shoulder pain,Musculoskeletal
knee pain knee stiffness or tightness foot or toe swelling infant feeding problem ankle swelling,Musculoskeletal
cough headache nausea diarrhea ache all over coryza,Respiratory
shortness of breath vomiting nausea intermenstrual bleeding side pain,Digestive
sharp abdominal pain vaginal itching painful urination lower abdominal pain vaginal discharge vaginal pain itching of skin,General
abnormal involuntary movements hand or finger pain neck pain foot or toe pain problems with movement ache all over,Musculoskeletal
"abnormal appearing skin skin moles skin dryness, peeling, scaliness, or roughness",Skin
abnormal appearing skin skin growth itching of skin,Skin
back pain low back pain shoulder pain,Musculoskeletal
shortness of breath chest tightness cough nasal congestion vomiting difficulty breathing coryza,Respiratory
blood in stool heartburn cramps and spasms melena rectal bleeding constipation,Digestive
leg pain arm pain back pain paresthesia shoulder pain lower body pain joint pain,Musculoskeletal
sore throat headache facial pain difficulty breathing allergic reaction painful sinuses,Respiratory
dizziness difficulty in swallowing sharp abdominal pain heartburn upper abdominal pain,Digestive
blood in stool sharp abdominal pain lower body pain changes in stool appearance melena rectal bleeding mass or swelling around the anus,Digestive
irritable infant tongue lesions skin rash mouth pain,General
hand or finger pain foot or toe swelling skin on leg or foot looks infected sinus congestion,Skin
difficulty speaking lack of growth hostile behavior seizures temper problems long menstrual periods antisocial behavior,Mental
leg pain knee pain foot or toe pain ankle pain knee swelling problems with movement leg swelling foot or toe swelling infant feeding problem ankle swelling,Musculoskeletal
difficulty in swallowing apnea abnormal breathing sounds redness in ear,Respiratory
sore throat throat swelling difficulty in swallowing lip swelling abnormal appearing skin,Skin
depression impotence loss of sex drive premature ejaculation,Mental
sharp chest pain sore throat cough nasal congestion vomiting wheezing fever difficulty breathing,Respiratory
lip swelling toothache mouth ulcer ear pain jaw swelling gum pain bleeding gums,General
cough skin swelling skin lesion mouth ulcer itching of skin,Skin
shortness of breath irregular heartbeat nausea heartburn burning chest pain sweating,General
anxiety and nervousness depression hostile behavior drug abuse excessive anger delusions or hallucinations low self-esteem,Mental
sore throat cough headache mouth ulcer fever mouth pain,General
depressive or psychotic symptoms insomnia abnormal involuntary movements problems with movement,Mental
sore throat vomiting ache all over chills coryza,Respiratory
symptoms of eye eye redness lacrimation itchy eyelid,General
sharp abdominal pain peripheral edema regurgitation.1,Digestive
sharp chest pain sharp abdominal pain nausea regurgitation burning abdominal pain regurgitation.1,Digestive
depression depressive or psychotic symptoms sharp chest pain excessive anger fears and phobias,Mental
throat swelling vomiting headache nausea abnormal appearing skin allergic reaction,Skin
sharp chest pain sharp abdominal pain nausea diarrhea stomach bloating,Digestive
blood in stool sharp abdominal pain diarrhea burning abdominal pain,Digestive
shortness of breath sharp chest pain cough abusing alcohol drug abuse smoking problems excessive anger hemoptysis hurts to breath,Mental
vomiting blood heartburn upper abdominal pain changes in stool appearance,Digestive
abnormal appearing skin skin lesion mouth ulcer itching of skin skin rash,Skin
dizziness abnormal involuntary movements leg pain back pain problems with movement loss of sensation disturbance of memory paresthesia,General
headache back pain neck pain low back pain problems with movement loss of sensation shoulder pain lower body pain,Musculoskeletal
palpitations cough feeling ill difficulty breathing hemoptysis,Respiratory
anxiety and nervousness hostile behavior drug abuse restlessness temper problems,Mental
hostile behavior irregular appearing scalp eye burns or stings delusions or hallucinations,Mental
diminished hearing headache neck stiffness or tightness nosebleed,Musculoskeletal
vomiting diarrhea lower abdominal pain burning abdominal pain decreased appetite side pain fever upper abdominal pain stomach bloating,Digestive
sharp abdominal pain nausea diarrhea decreased appetite upper abdominal pain,Digestive
hoarse voice sore throat vomiting coryza abnormal breathing sounds pulling at ears,Respiratory
groin mass decreased appetite,Digestive
sharp chest pain symptoms of the scrotum and testes wrist pain back pain shoulder pain lower body pain rib pain,Musculoskeletal
hot flashes bleeding or discharge from nipple pain or soreness of breast,General
skin swelling abnormal appearing skin irregular appearing nails skin rash,Skin
insomnia cough decreased appetite fever,Respiratory
unpredictable menstruation skin rash,Skin
blood in stool jaundice weakness side pain unusual color or odor to urine,Digestive
"abnormal appearing skin skin lesion acne or pimples skin growth irregular appearing scalp itching of skin skin dryness, peeling, scaliness, or roughness skin rash dry or flaky scalp",Skin
anxiety and nervousness depressive or psychotic symptoms hostile behavior excessive anger,Mental
blood in stool sharp abdominal pain nausea burning abdominal pain chills rectal bleeding fluid retention,Digestive
knee pain bones are painful problems with movement ankle swelling,Musculoskeletal
diminished hearing headache pain in eye neck pain ear pain,Musculoskeletal
